DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32700133	AGER, AGPAT1, ATF6B, BTNL2, C2, C2-AS1, C4A, C4B, C4B_2, C6orf10, C6orf25, C6orf48, CFB, CLIC1, CYP21A1P, CYP21A2, DDAH2, DXO, EGFL8, EHMT2, FKBPL, GPSM3, HCG23, HLA-DOB, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6, HSPA1A, HSPA1B, HSPA1L, LOC100294145, LOC100507547, LSM2, LY6G6C, LY6G6D, LY6G6E, LY6G6F, MIR1236, MIR3135B, MIR6721, MIR6833, MSH5, MSH5-SAPCD1, NELFE, NEU1, NOTCH4, PBX2, PPT2, PPT2-EGFL8, PRRT1, PSMB8, PSMB8-AS1, PSMB9, RNF5, RNF5P1, SAPCD1, SAPCD1-AS1, SKIV2L, SLC44A4, SNORD48, SNORD52, STK19, TAP1, TAP2, TNXA, TNXB, VARS, VWA7, ZBTB12	HLA-DQB1 - MTCO3P1	ENSG00000225824	ENSG00000228845		31750	5991	rs116633139-?	rs116633139	1	2647044	intergenic_variant	1		6E-18	17.221848749616356		1.1627907	[1.12-1.2]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	30202733	ABCF1, ATAT1, C6orf136, DHX16, FLOT1, GABBR1, GNL1, HCG17, HCG18, HCG4, HCG4B, HCG8, HCG9, HLA-A, HLA-E, HLA-F, HLA-F-AS1, HLA-G, HLA-H, HLA-J, HLA-L, IER3, IFITM4P, LINC01015, LOC554223, MAS1L, MDC1, MDC1-AS1, MIR6891, MIR877, MOG, MRPS18B, NRM, OR10C1, OR11A1, OR12D2, OR12D3, OR2H1, OR2H2, PPP1R10, PPP1R11, PPP1R18, PRR3, RNF39, RPP21, SNORD32B, TRIM10, TRIM15, TRIM26, TRIM31, TRIM31-AS1, TRIM39, TRIM39-RPP21, TRIM40, TUBB, UBD, ZFP57, ZNRD1, ZNRD1-AS1	TRIM26			ENSG00000231641			rs116408368-T	rs116408368	1	1117490	intron_variant	0		7E-17	16.154901959985743		1.15	[1.12-1.19]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	31137370	ABCF1, ABHD16A, AIF1, APOM, ATAT1, ATP6V1G2, ATP6V1G2-DDX39B, BAG6, C6orf136, C6orf15, C6orf25, C6orf47, C6orf48, CCHCR1, CDSN, CLIC1, CSNK2B, DDAH2, DDR1, DDX39B, DHX16, DPCR1, FLOT1, GNL1, GPANK1, GTF2H4, HCG17, HCG18, HCG22, HCG26, HCG27, HCP5, HLA-B, HLA-C, HLA-E, HSPA1A, HSPA1B, HSPA1L, IER3, LINC00243, LSM2, LST1, LTA, LTB, LY6G5B, LY6G5C, LY6G6C, LY6G6D, LY6G6E, LY6G6F, MCCD1, MDC1, MDC1-AS1, MICA, MICB, MIR4640, MIR4646, MIR6832, MIR6891, MIR877, MRPS18B, MSH5, MSH5-SAPCD1, MUC21, MUC22, NCR3, NFKBIL1, NRM, POU5F1, PPP1R10, PPP1R18, PRR3, PRRC2A, PSORS1C1, PSORS1C2, PSORS1C3, RPP21, SAPCD1, SAPCD1-AS1, SFTA2, SNORA38, SNORD117, SNORD48, SNORD52, SNORD84, TCF19, TNF, TRIM39, TRIM39-RPP21, TUBB, VARS, VARS2, VWA7	PSORS1C1, PSORS1C1, PSORS1C1, PSORS1C1, PSORS1C1, PSORS1C1			ENSG00000231094, ENSG00000233439, ENSG00000206458, ENSG00000233734, ENSG00000204540, ENSG00000235487			rs149979052-?	rs149979052	1	3131010	intron_variant	0		7E-14	13.154901959985743		1.1235955	[1.09-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	29894844	GABBR1, HCG17, HCG18, HCG4, HCG4B, HCG8, HCG9, HLA-A, HLA-F, HLA-F-AS1, HLA-G, HLA-H, HLA-J, HLA-L, IFITM4P, LINC01015, LOC554223, MAS1L, MIR6891, MOG, OR10C1, OR11A1, OR12D2, OR12D3, OR2H1, OR2H2, PPP1R11, RNF39, RPP21, SNORD32B, TRIM10, TRIM15, TRIM26, TRIM31, TRIM31-AS1, TRIM39, TRIM39-RPP21, TRIM40, UBD, ZFP57, ZNRD1, ZNRD1-AS1	HLA-H - HLA-T	ENSG00000231904	ENSG00000229552		4362	1810	rs113205291-A	rs113205291	1	1611552	intron_variant	1		7E-12	11.154901959985743		1.11	[1.08-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	30639723	ABCF1, ATAT1, C6orf136, DHX16, GNL1, HCG17, HCG18, HLA-E, HLA-L, MIR6891, MIR877, MRPS18B, NRM, PPP1R10, PPP1R11, PPP1R18, PRR3, RNF39, RPP21, TRIM10, TRIM15, TRIM26, TRIM31, TRIM31-AS1, TRIM39, TRIM39-RPP21, TRIM40, ZNRD1, ZNRD1-AS1	ATAT1, ATAT1, ATAT1, ATAT1, ATAT1, ATAT1, ATAT1			ENSG00000223752, ENSG00000234549, ENSG00000229061, ENSG00000235658, ENSG00000231257, ENSG00000206488, ENSG00000137343			rs149915948-?	rs149915948	1	9262131	intron_variant	0		7E-11	10.154901959985743		1.098901	[1.08-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.2	6	26408323	ABT1, BTN1A1, BTN2A1, BTN2A2, BTN2A3P, BTN3A1, BTN3A2, BTN3A3, GUSBP2, HCG11, HFE, HIST1H1A, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2APS1, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HMGN4, LINC00240, LOC100270746, LOC285819, LRRC16A, MIR3143, POM121L2, PRSS16, SCGN, SLC17A1, SLC17A2, SLC17A3, SLC17A4, TRIM38, VN1R10P, ZNF204P, ZNF322, ZNF391	BTN3A1			ENSG00000026950			rs75782365-T	rs75782365	0	75782365	intron_variant	0		8E-24	23.096910013008056		1.21	[1.16-1.25]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	30931418	ABCF1, ABHD16A, AIF1, APOM, ATAT1, ATP6V1G2, BAG6, C2, C6orf136, C6orf15, C6orf25, C6orf47, ATP6V1G2-DDX39B, C6orf48, CCHCR1, CDSN, CLIC1, CSNK2B, DDAH2, DDR1, DDX39B, DHX16, DPCR1, EHMT2, FLOT1, GNL1, GPANK1, GTF2H4, HCG17, HCG18, HCG22, HCG26, HCG27, HCG8, HCG9, HCP5, HLA-A, HLA-B, HLA-C, HLA-E, HLA-J, HLA-L, HSPA1A, HSPA1B, HSPA1L, IER3, LINC00243, LSM2, LST1, LTA, LTB, LY6G5B, LY6G5C, LY6G6C, LY6G6D, LY6G6E, LY6G6F, MCCD1, MDC1, MDC1-AS1, MICA, MICB, MIR4640, MIR4646, MIR6832, MIR6891, MIR877, MRPS18B, MSH5, MSH5-SAPCD1, MUC21, MUC22, NCR3, NEU1, NFKBIL1, NRM, POU5F1, PPP1R10, PPP1R11, PPP1R18, PRR3, PRRC2A, PSORS1C1, PSORS1C2, PSORS1C3, RNF39, RPP21, SAPCD1, SAPCD1-AS1, SFTA2, SLC44A4, SNORA38, SNORD117, SNORD48, SNORD52, SNORD84, TCF19, TNF, TRIM10, TRIM15, TRIM26, TRIM31, TRIM31-AS1, TRIM39, TRIM39-RPP21, TRIM40, TUBB, VARS, VARS2, VWA7, ZBTB12, ZNRD1, ZNRD1-AS1	SFTA2, SFTA2, SFTA2, SFTA2, SFTA2, SFTA2			ENSG00000225454, ENSG00000196260, ENSG00000224246, ENSG00000230072, ENSG00000237814, ENSG00000206465			rs114115252-?	rs114115252	1	3095153	3_prime_UTR_variant	0		8E-20	19.096910013008056		1.1627907	[1.12-1.2]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	28195002	GPX5, GPX6, HCG14, HIST1H1B, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4J, HIST1H4K, HIST1H4L, LINC01012, LINC01556, LINC01623, LOC100129636, LOC100131289, NKAPL, OR2B2, OR2B3, OR2B6, OR2J2, OR2J3, OR2W1, PGBD1, POM121L2, TOB2P1, TRIM27, VN1R10P, ZBED9, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF192P1, ZNF204P, ZNF311, ZNF391, ZSCAN12, ZSCAN12P1, ZSCAN16, ZSCAN16-AS1, ZSCAN23, ZSCAN26, ZSCAN31, ZSCAN9	ZNF192P2 - TOB2P1	ENSG00000218016	ENSG00000176933		5570	22641	rs1150688-T	rs1150688	0	1150688	regulatory_region_variant	1		8E-11	10.096910013008056		1.07	[1.05-1.09]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	29882943	ABCF1, ATAT1, C6orf136, DHX16, FLOT1, GABBR1, GNL1, HCG14, HCG17, HCG18, HCG4, HCG4B, HCG8, HCG9, HLA-A, HLA-E, HLA-F, HLA-F-AS1, HLA-G, HLA-H, HLA-J, HLA-L, IER3, IFITM4P, LINC00243, LINC01015, LINC01556, LOC100129636, LOC554223, MAS1L, MDC1, MDC1-AS1, MIR6891, MIR877, MOG, MRPS18B, NRM, OR10C1, OR11A1, OR12D2, OR12D3, OR14J1, OR2B3, OR2H1, OR2H2, OR2J2, OR2J3, OR2W1, OR5V1, PPP1R10, PPP1R11, PPP1R18, PRR3, RNF39, RPP21, SNORD32B, TRIM10, TRIM15, TRIM26, TRIM27, TRIM31, TRIM31-AS1, TRIM39, TRIM39-RPP21, TRIM40, TUBB, UBD, ZFP57, ZNF311, ZNRD1, ZNRD1-AS1	AL645929.2 - AL645929.1	ENSG00000281831	ENSG00000230521		9160	4351	rs151267808-T	rs151267808	1	1611579	intergenic_variant	1		1E-22	22.0		1.24	[1.19-1.30]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	29510044	GABBR1, HCG14, HCG4, HCG4B, HCG8, HCG9, HLA-A, HLA-F, HLA-F-AS1, HLA-G, HLA-H, HLA-J, IFITM4P, LINC01015, LINC01556, LINC01623, LOC100129636, LOC554223, MAS1L, MOG, OR10C1, OR11A1, OR12D2, OR12D3, OR14J1, OR2B3, OR2H1, OR2H2, OR2J2, OR2J3, OR2W1, OR5V1, PPP1R11, RNF39, SNORD32B, TRIM27, TRIM31, TRIM31-AS1, UBD, ZFP57, ZNF311, ZNRD1, ZNRD1-AS1	AL662860.1			ENSG00000229274			rs115123779-?	rs115123779	1	1233478	intron_variant	0		1E-17	17.0		1.1494253	[1.11-1.18]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	20p13	20	4371457	intergenic	ADRA1D - AL139350.1	ENSG00000171873	ENSG00000236387		122383	59704	rs159788-G	rs159788	0	159788	intergenic_variant	1	NR	7E-6	5.154901959985743	(5 degree of freedom test)	1.012	[0.97-1.05]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	2p16.3	2	48422566	NR	FOXN2 - AC093635.1	ENSG00000170802	ENSG00000272663		43272	17477	rs7565792-C	rs7565792	0	7565792	intergenic_variant	1	NR	7E-6	5.154901959985743	(5 degree of freedom test)	1.03	[1.00-1.06]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	1q21.2	1	150351808	NR	PRPF3			ENSG00000117360			rs11587682-C	rs11587682	0	11587682	intron_variant	0	NR	7E-6	5.154901959985743	(5 degree of freedom test)	1.086	[1.05-1.12]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	2q32.1	2	184668853	ZNF804A	ZNF804A			ENSG00000170396			rs7597593-T	rs7597593	0	7597593	intron_variant	0	NR	8E-6	5.096910013008056	(5 degree of freedom test)	1.055	[1.03-1.08]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	2q23.2	2	149008736	KIF5C, LYPD6B	KIF5C			ENSG00000168280			rs6435387-G	rs6435387	0	6435387	intron_variant	0	NR	8E-6	5.096910013008056	(5 degree of freedom test)	1.129	[1.06-1.19]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	9p21.3	9	22819577	intergenic	LINC01239, AL391117.1			ENSG00000234840, ENSG00000284418			rs7849973-?	rs7849973	0	7849973	intron_variant	0	NR	8E-6	5.096910013008056	(5 degree of freedom test)	1.05	[1.02-1.08]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	7q33	7	136461788	intergenic	AC078845.1 - AC009541.1	ENSG00000232053	ENSG00000226066		24362	23868	rs10250997-C	rs10250997	0	10250997	intergenic_variant	1	NR	8E-6	5.096910013008056	(5 degree of freedom test)	1.03	[0.99-1.07]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
